repository,repository_url,method,test_method
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/com/sun/research/ws/wadl/HTTPMethods.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/model/SubResourceHttpMethodsTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/media/json-jackson/src/main/java/org/glassfish/jersey/jackson/internal/jackson/jaxrs/cfg/JaxRSFeature.java,/tmp/repo_340j8tui/core-client/src/test/java/org/glassfish/jersey/client/JaxRsFeatureRegistrationClientTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/tests/mem-leaks/test-cases/bean-param-leak/src/main/java/org/glassfish/jersey/tests/memleaks/beanparam/BeanParamLeakResource.java,/tmp/repo_340j8tui/tests/mem-leaks/test-cases/bean-param-leak/src/test/java/org/glassfish/jersey/tests/memleaks/beanparam/BeanParamLeakResourceITCase.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-common/src/main/java/org/glassfish/jersey/internal/guava/Sets.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/internal/inject/QueryParamSetStringConstructorTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-client/src/main/java/org/glassfish/jersey/client/spi/ConnectorProvider.java,/tmp/repo_340j8tui/tests/integration/client-connector-provider/src/test/java/org/glassfish/jersey/tests/integration/client/connector/provider/CustomConnectorProviderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/jersey/repackaged/org/objectweb/asm/Type.java,/tmp/repo_340j8tui/tests/e2e-entity/src/test/java/org/glassfish/jersey/tests/e2e/entity/AbstractParameterTypeArgumentOrderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/ext/entity-filtering/src/main/java/org/glassfish/jersey/message/filtering/SecurityAnnotations.java,/tmp/repo_340j8tui/ext/entity-filtering/src/test/java/org/glassfish/jersey/message/filtering/SecurityAnnotationsTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/security/oauth1-server/src/main/java/org/glassfish/jersey/server/oauth1/OAuth1Exception.java,/tmp/repo_340j8tui/security/oauth1-server/src/test/java/org/glassfish/jersey/server/oauth1/OAuth1ExceptionTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/jersey/repackaged/org/objectweb/asm/Handle.java,/tmp/repo_340j8tui/media/sse/src/test/java/org/glassfish/jersey/media/sse/SseEventSourceRegisterErrorHandlerTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/org/glassfish/jersey/server/wadl/config/WadlGeneratorLoader.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/wadl/config/WadlGeneratorLoaderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/com/sun/research/ws/wadl/Param.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/internal/inject/CookieParamAsPrimitiveTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/examples/multipart-webapp/src/main/java/org/glassfish/jersey/examples/multipart/webapp/Bean.java,/tmp/repo_340j8tui/tests/e2e-entity/src/test/java/org/glassfish/jersey/tests/e2e/json/entity/SimpleBeanWithAttributes.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/jersey/repackaged/org/objectweb/asm/Attribute.java,/tmp/repo_340j8tui/tests/e2e-entity/src/test/java/org/glassfish/jersey/tests/e2e/json/entity/SimpleBeanWithJustOneAttribute.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/org/glassfish/jersey/server/internal/monitoring/AggregatingTrimmer.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/internal/monitoring/AggregatingTrimmerZeroTimeTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/tests/integration/jersey-1960/src/main/java/org/glassfish/jersey/tests/integration/jersey1960/RequestFilter.java,/tmp/repo_340j8tui/core-client/src/test/java/org/glassfish/jersey/client/TerminalClientRequestFilter.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/examples/jersey-ejb/src/main/java/org/glassfish/jersey/examples/jersey_ejb/entities/Message.java,/tmp/repo_340j8tui/examples/jersey-ejb/src/test/java/org/glassfish/jersey/examples/jersey_ejb/test/MessageBoardTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/org/glassfish/jersey/server/model/Resource.java,/tmp/repo_340j8tui/ext/proxy-client/src/test/java/org/glassfish/jersey/client/proxy/MyResource.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/ext/mvc/src/main/java/org/glassfish/jersey/server/mvc/Template.java,/tmp/repo_340j8tui/tests/e2e-server/src/test/java/org/glassfish/jersey/tests/e2e/server/mvc/ExplicitProduceTemplateTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-common/src/main/java/org/glassfish/jersey/internal/inject/AbstractBinder.java,/tmp/repo_340j8tui/tests/e2e-inject/hk2/src/test/java/org/glassfish/jersey/tests/e2e/inject/hk2/HK2AbstractBinderInFeaturesTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/ext/entity-filtering/src/main/java/org/glassfish/jersey/message/filtering/EntityFiltering.java,/tmp/repo_340j8tui/tests/integration/jersey-2892/src/test/java/org/glassfish/jersey/tests/integration/jersey2892/AbstractJerseyEntityFilteringITCase.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/tests/e2e-inject/hk2/src/main/java/org/glassfish/jersey/tests/e2e/inject/hk2/Injectable.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/internal/process/ProxyInjectablesTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-common/src/main/java/org/glassfish/jersey/internal/inject/Custom.java,/tmp/repo_340j8tui/tests/e2e-server/src/test/java/org/glassfish/jersey/tests/e2e/server/CustomMultivaluedMapProviderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/ext/microprofile/mp-rest-client/src/main/java/org/glassfish/jersey/microprofile/restclient/InboundHeadersProvider.java,/tmp/repo_340j8tui/tests/integration/microprofile/rest-client/src/test/java/org/glassfish/jersey/restclient/InboundHeadersProviderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/ext/micrometer/src/main/java/org/glassfish/jersey/micrometer/server/DefaultJerseyTagsProvider.java,/tmp/repo_340j8tui/ext/micrometer/src/test/java/org/glassfish/jersey/micrometer/server/DefaultJerseyTagsProviderTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-server/src/main/java/com/sun/research/ws/wadl/Method.java,/tmp/repo_340j8tui/core-server/src/test/java/org/glassfish/jersey/server/model/ResourceMethodDispatcherInheritanceTest.java
eclipse-ee4j/jersey,https://github.com/eclipse-ee4j/jersey.git,/tmp/repo_340j8tui/core-common/src/main/java/org/glassfish/jersey/message/internal/QualitySourceMediaType.java,/tmp/repo_340j8tui/tests/e2e/src/test/java/org/glassfish/jersey/tests/api/QualitySourceMediaTypeProviderTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/procedure/CaseProcedure.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/procedure/CaseProcedureTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Bags.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/bag/sorted/immutable/ImmutableEmptySortedBagSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/stack/immutable/ImmutableArrayStack.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/stack/immutable/ImmutableArrayStackSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/list/MutableList.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/list/mutable/MutableListTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/list/fixed/SingletonList.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/list/immutable/primitive/ImmutableIntSingletonListSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/bag/sorted/mutable/AbstractMutableSortedBag.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/bag/sorted/mutable/AbstractMutableSortedBagTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/bag/Bag.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/bag/mutable/primitive/ByteHashBagSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/list/Interval.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/list/primitive/IntIntervalTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/function/MaxSizeFunction.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/function/MaxSizeFunctionTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/LazyIterable.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/lazy/primitive/LazyIterableTestHelper.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/predicate/Predicate.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/factory/Predicates2Test.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/bag/sorted/SortedBag.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/bag/mutable/sorted/MutableSortedBagNoComparatorTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/set/ImmutableSet.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/set/immutable/AbstractImmutableSetTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/utility/ArrayIterate.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/parallel/ParallelArrayIterateTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/function/Function.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/function/PrimitiveFunctionsTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/procedure/CountProcedure.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/procedure/AtomicCountProcedureTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableObjectByteSingletonMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/set/sorted/mutable/TreeSortedSet.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/set/mutable/sorted/TreeSortedSetNoIteratorTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Lists.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/list/immutable/ImmutableNonupletonListSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/map/fixed/EmptyMap.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableDoubleBooleanEmptyMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/BiMaps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/bimap/immutable/ImmutableHashBiMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/RichIterable.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/SynchronizedRichIterableTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/set/strategy/mutable/UnifiedSetWithHashingStrategy.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/partition/set/strategy/PartitionUnifiedSetWithHashingStrategyTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/mutable/primitive/ObjectCharHashMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/multimap/set/strategy/UnifiedSetWithHashingStrategyMultimapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/list/fixed/TripletonList.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/list/immutable/ImmutableTripletonListTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Iterables.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/UnmodifiableRichIterableSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/map/fixed/SingletonMap.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableCharFloatSingletonMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/stack/mutable/ArrayStack.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/stack/mutable/primitive/LongArrayStackSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/procedure/Procedure2.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/api/block/procedure/Procedure2Test.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/procedure/MaxComparatorProcedure.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/MaxComparatorProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableByteBooleanEmptyMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Functions.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/factory/MultimapFunctionsTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/function/Function.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/function/checked/CheckedFunction2Test.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/multimap/Multimap.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/sorted/immutable/ImmutableSortedBagMultimapImplSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/function/Function.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/function/MultiplyFunctionSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/multimap/Multimap.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/multimap/bag/SynchronizedBagMultimapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/list/fixed/SingletonList.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/list/immutable/primitive/ImmutableShortSingletonListSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableCharCharEmptyMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/procedure/Procedure.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/checked/primitive/CheckedIntObjectProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Predicates.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/block/factory/StringPredicatesTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/map/MutableMap.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/map/mutable/UnmodifiableMutableMapIterableTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/procedure/MultimapEachPutProcedure.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/MultimapEachPutProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/immutable/primitive/ImmutableShortCharHashMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/procedure/Procedure.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/checked/primitive/CheckedShortObjectProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/partition/stack/PartitionArrayStack.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/PartitionArrayStackPartitionProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/set/fixed/TripletonSet.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/set/immutable/ImmutableTripletonSetSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/list/fixed/SingletonList.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/list/fixed/SingletonListTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/function/Function.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/function/MaxFunctionSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/set/sorted/SortedSetIterable.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/lazy/parallel/set/ParallelUnsortedSetIterableTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Multimaps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/multimap/set/SynchronizedSetMultimapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Maps.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/map/mutable/primitive/UnmodifiableDoubleDoubleMapSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Sets.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/set/mutable/primitive/SynchronizedFloatSetSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/stack/mutable/ArrayStack.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/stack/immutable/primitive/ImmutableBooleanArrayStackSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/set/SetIterable.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/lazy/parallel/set/sorted/ParallelCollectSortedSetIterableTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/bag/sorted/SortedBag.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/bag/sorted/immutable/ImmutableSortedBagImplSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/multimap/set/SetMultimap.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/multimap/set/sorted/SynchronizedPutTreeSortedSetMultimapTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/map/MapIterable.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/map/immutable/sorted/ImmutableSortedMapIterableTestCase.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/list/ParallelListIterable.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/lazy/parallel/list/ListAdapterParallelListIterableTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/block/procedure/Procedure.java,/tmp/repo_pkj54rw6/serialization-tests/src/test/java/org/eclipse/collections/impl/block/procedure/checked/primitive/CheckedDoubleObjectProcedureSerializationTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections/src/main/java/org/eclipse/collections/impl/factory/Lists.java,/tmp/repo_pkj54rw6/unit-tests/src/test/java/org/eclipse/collections/impl/list/fixed/SingletonListSubListTest.java
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections.git,/tmp/repo_pkj54rw6/eclipse-collections-api/src/main/java/org/eclipse/collections/api/bimap/BiMap.java,/tmp/repo_pkj54rw6/unit-tests-java8/src/test/java/org/eclipse/collections/test/bimap/mutable/UnmodifiableBiMapTest.java
